StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12_1,Q12_2,Q12_3,Q12_4,Q13,Q14_1,Q14_2,Q17,Q18,Q19,Q20,Q21,Q21_10_TEXT,Q22,Q23,Q24,Q24_6_TEXT,Q31_1,Q31_2,Q31_3,Q31_4,Q43_1,Q43_2,Q43_3,Q43_4,Q29_1,Q29_2,Q29_3,Q30_1,Q30_2,Q30_3,Q30_4,Q26,Q25,Q32,Q33,Q36,Q37,Q37_7_TEXT,Q38,Q39,Q39_8_TEXT,Q40,Q40_8_TEXT,Q41,Q42,Q43,Q44,Q44_7_TEXT
2020-10-20 14:31:39,2020-10-20 14:42:17,IP Address,100,638,True,2020-10-20 14:42:18,R_4HMi5P1bl8oEYHn,email,EN,Computer Science,I am not a joint concentrator,English,05/2021,Yes,"Computer Science,English,Philosophy,Psychology","My first-year academic advisor,Department-specific advising programs",In elementary school (including summer after graduation),11,Similarly knowledgeable,Less knowledgeable,Significantly less knowledgeable,Significantly less knowledgeable,Less knowledgeable,Less knowledgeable,More knowledgeable,Less knowledgeable,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Disagree,Disagree,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 9x, an undergraduate-level research CS course,CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 27x, a graduate-level graphics/visualization/user interfaces course",At least once a semester,Somewhat disagree,Undecided,"I am not required to take any additional CS courses to fulfill my concentration/secondary,I do not have enough space in my schedule",,"Yes, I have considered but do not intend to apply to graduate studies in CS",I am unsure or undecided,,,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Agree,Somewhat agree,Disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,Agree,"Close friends and family,Fellow students,Professional networks","Close friends and family,Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services",Female,,No,Straight/Heterosexual,,"Asian,White",,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:36:03,2020-10-20 14:42:40,IP Address,100,397,True,2020-10-20 14:42:40,R_3R1MfyDCT9YSKoE,email,EN,Applied Mathematics,,None,05/2021,Yes,"Applied Mathematics,Economics,Government,Mathematics,Statistics","Department faculty,Department-specific advising programs",In college,19,,,,,,,,,,,,,,,,,Somewhat agree,Agree,Agree,Agree,To inquire about advice for my concentration,Somewhat agree,Somewhat agree,CS 50: Introduction to Computer Science I,At least once a week,Somewhat disagree,No,"I have already taken all of the CS courses I am interested in,I am not required to take any additional CS courses to fulfill my concentration/secondary,CS courses are too time-intensive,I do not have any friends or community within the CS department,I do not have enough space in my schedule",,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,"Professional interests,Non-academic and non-professional interests",No,Strongly agree,,"Close friends and family,Fellow students,The Harvard Office of Career Services",Female,,No,Questioning or unsure,,White,,"No, not of Hispanic or Latinx origin",No,No,,
2020-10-20 14:36:47,2020-10-20 14:43:21,IP Address,100,393,True,2020-10-20 14:43:21,R_rqJM5MmnD9w3DnX,email,EN,English,,"Art, Film, and Visual Studies",05/2021,No,"Linguistics,Molecular and Cellular Biology,Romance Languages and Literatures","Department faculty,Department-specific advising programs",I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Somewhat agree,Strongly disagree,,,,,,,,,,,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,"Professional interests,Non-academic and non-professional interests",No,Strongly agree,"Fellow students,Professional networks,Alumni networks","Close friends and family,Fellow students,Alumni networks",Female,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:34:31,2020-10-20 14:44:18,IP Address,100,587,True,2020-10-20 14:44:19,R_BPsLy2qpQPfvQv7,email,EN,English,I am not a joint concentrator,None,06/2021,Yes,"Anthropology,Comparative Literature,English,History and Literature,Human Developmental and Regenerative Biology,Human Evolutionary Biology,Integrative Biology,Psychology,Social Studies,Sociology",,In middle school (including summer after graduation),13,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,To inquire about advice for my concentration,Somewhat agree,Somewhat agree,CS 50: Introduction to Computer Science I,At least once a week,Somewhat disagree,No,I have already taken all of the CS courses I am interested in,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,Non-academic and non-professional interests,No,Strongly agree,The Harvard Office of Career Services,Close friends and family,Female,,No,Asexual,,Asian,,"No, not of Hispanic or Latinx origin",No,No,A mobility impairment,
2020-10-20 14:40:25,2020-10-20 14:44:40,IP Address,100,255,True,2020-10-20 14:44:41,R_1i2LxNEGgVrGHGv,email,EN,Computer Science,I am not a joint concentrator,Linguistics,05/2021,Yes,Computer Science,,In elementary school (including summer after graduation),12,Significantly more knowledgeable,Similarly knowledgeable,Similarly knowledgeable,More knowledgeable,More knowledgeable,Slightly more knowledgeable,More knowledgeable,Similarly knowledgeable,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Neither agree nor disagree,Neither agree nor disagree,"CS 20: Discrete Mathematics for Computer Science,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 14x, an undergraduate-level networks course,CS 18x, an undergraduate-level artificial intelligence course",At least once a month,Somewhat agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS","Yes, I intend to write a senior thesis in the CS department",,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",No,Strongly agree,"Close friends and family,Fellow students,Alumni networks","Close friends and family,Fellow students",Male,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:39:26,2020-10-20 14:44:49,IP Address,100,322,True,2020-10-20 14:44:49,R_3J9QTVAq2k1Iqy4,email,EN,History and Literature,Near Eastern Languages and Civilizations,,05/2021,Yes,"English,Government,History,History and Literature,Social Studies","My first-year academic advisor,Residential advising resources, such as house tutors or proctors,Department faculty,Peer Advising Fellows (PAFs)",In college,22,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Agree,Agree,CS 10: Elements of Data Science,Never or almost never,Somewhat disagree,No,"I am no longer interested in CS,I do not have any friends or community within the CS department,I do not have enough space in my schedule",,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",No,Strongly agree,"Close friends and family,Fellow students","Close friends and family,Fellow students,The Harvard Office of Career Services",Male,,No,Straight/Heterosexual,,"Asian,White",,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:40:10,2020-10-20 14:44:52,IP Address,100,281,True,2020-10-20 14:44:52,R_3Gq8bI0lJLTDCyh,email,EN,Molecular and Cellular Biology,,Psychology,05/2023,No,"Molecular and Cellular Biology,Near Eastern Languages and Civilizations,Neuroscience,Psychology,Sociology","My first-year academic advisor,Residential advising resources, such as house tutors or proctors,Department heads,Department faculty,Department-specific advising programs",I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Agree,Strongly agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Somewhat agree,Somewhat agree,,,,,,,,,,,Agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,"Academic interests,Non-academic and non-professional interests",No,Agree,"Close friends and family,Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services","Close friends and family,Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services",Female,,No,Questioning or unsure,,"Middle Eastern or North African,White",,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:27:38,2020-10-20 14:44:56,IP Address,100,1038,True,2020-10-20 14:44:56,R_3ozRADovX9XOKit,email,EN,Applied Mathematics,,Computer Science,05-2021,Yes,"Applied Mathematics,Computer Science,Economics,Government","Residential advising resources, such as house tutors or proctors,Department faculty,Department-specific advising programs",In middle school (including summer after graduation),13,,,,,,,,,,,,,,,,,Agree,Agree,Strongly agree,Agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Neither agree nor disagree,Neither agree nor disagree,"CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course,CS 18x, an undergraduate-level artificial intelligence course",,Strongly agree,Undecided,"I have already taken all of the CS courses I am interested in,I am not required to take any additional CS courses to fulfill my concentration/secondary",,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,Agree,"Close friends and family,Fellow students,The Harvard Office of Career Services","Close friends and family,Fellow students,Professional networks",Male,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:40:43,2020-10-20 14:45:10,IP Address,100,266,True,2020-10-20 14:45:10,R_2P53rgv3Z432lbr,email,EN,Molecular and Cellular Biology,,Psychology,05/2021,No,"Chemical and Physical Biology,Engineering Sciences,Molecular and Cellular Biology",Department faculty,I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Agree,Neither agree nor disagree,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,No,Strongly agree,The Harvard Office of Career Services,The Harvard Office of Career Services,Male,,No,Straight/Heterosexual,,White,,"Yes, of Hispanic or Latinx origin",Yes,Yes,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:35:29,2020-10-20 14:49:14,IP Address,100,825,True,2020-10-20 14:49:15,R_2qCs0QkCOIGYzKh,email,EN,Applied Mathematics,,,05/2024,Yes,"Applied Mathematics,Classics,Mathematics",,In high school (including summer after graduation),,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,To inquire about advice for my concentration,Somewhat disagree,Disagree,CS 50: Introduction to Computer Science I,At least once a week,Somewhat agree,Undecided,I am not required to take any additional CS courses to fulfill my concentration/secondary,,,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Professional interests,Non-academic and non-professional interests",No,Strongly agree,The Harvard Office of Career Services,The Harvard Office of Career Services,Female,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:44:19,2020-10-20 14:49:31,IP Address,100,312,True,2020-10-20 14:49:31,R_1N8MebfHRShd7zP,email,EN,Applied Mathematics,,,05/2021,Yes,"Applied Mathematics,Computer Science","My first-year academic advisor,Peer Advising Fellows (PAFs)",In middle school (including summer after graduation),10,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,Agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Somewhat disagree,Somewhat disagree,"CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course,CS 18x, an undergraduate-level artificial intelligence course,CS 22x, a graduate-level theoretical computer science course,CS 23x, a graduate-level economics/computation course,CS 24x, a graduate-level networks course,CS 28x, a graduate-level artificial intelligence course",Never or almost never,Somewhat agree,Yes,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Disagree,Non-academic and non-professional interests,No,Agree,"Close friends and family,Fellow students","Close friends and family,Fellow students",Male,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:43:13,2020-10-20 14:50:37,IP Address,100,444,True,2020-10-20 14:50:38,R_1mnkSza4XIoAUtc,email,EN,Computer Science,,,05/2022,Yes,"Applied Mathematics,Computer Science,Engineering Sciences",,In high school (including summer after graduation),16,Similarly knowledgeable,Less knowledgeable,Significantly less knowledgeable,Significantly less knowledgeable,Less knowledgeable,Less knowledgeable,Slightly more knowledgeable,Less knowledgeable,Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Somewhat disagree,Agree,,Agree,Agree,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 18x, an undergraduate-level artificial intelligence course",At least once a week,Somewhat agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS","No, I do not intend to write a senior thesis in the CS department","I cannot think of or decide on a thesis topic,I am unsure of or unable to find a suitable faculty advisor for my thesis,I am unaware of the processes or steps that must be taken in order to write a senior thesis",,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,"Academic interests,Professional interests",Yes,Strongly agree,Fellow students,Fellow students,Female,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:43:23,2020-10-20 14:51:24,IP Address,100,480,True,2020-10-20 14:51:24,R_daMU1bYItpoL40V,email,EN,"Art, Film, and Visual Studies",,,05/2022,No,"Anthropology,Art, Film, and Visual Studies,Government,History,Religion, Comparative Study of,Social Studies,Special Concentration","My first-year academic advisor,Residential advising resources, such as house tutors or proctors,Department faculty",I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,To inquire about advice for my concentration,Somewhat disagree,Somewhat agree,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Professional interests,No,Strongly agree,"Alumni networks,The Harvard Office of Career Services","Professional networks,Alumni networks,The Harvard Office of Career Services",Female,,No,Straight/Heterosexual,,"Black or African American,White",,"No, not of Hispanic or Latinx origin",No,No,"A learning disability (e.g., ADHD, dyslexia)",
2020-10-20 14:47:26,2020-10-20 14:52:07,IP Address,100,280,True,2020-10-20 14:52:07,R_3KT2dr97gHJbc9w,email,EN,Economics,Undecided,Undecided,05/2024,No,"Economics,Government",,I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Somewhat disagree,Agree,,Somewhat disagree,Disagree,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,"Professional interests,Non-academic and non-professional interests",No,Somewhat agree,Close friends and family,"Close friends and family,Fellow students",Female,,No,Straight/Heterosexual,,Black or African American,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:37:17,2020-10-20 14:52:16,IP Address,100,898,True,2020-10-20 14:52:16,R_1meLkwRxZfrQdtd,email,EN,Integrative Biology,,,05/2023,No,"Integrative Biology,Molecular and Cellular Biology","My first-year academic advisor,Department faculty",I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Agree,Agree,,,,,,,,,,,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Academic interests,No,Agree,"Alumni networks,The Harvard Office of Career Services","Fellow students,Alumni networks,The Harvard Office of Career Services",Female,,No,Bisexual,,White,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:46:26,2020-10-20 14:52:17,IP Address,100,351,True,2020-10-20 14:52:17,R_1C1S7wsUaL8tf6t,email,EN,Physics,,Integrative Biology,05/2024,No,"Biomedical Engineering,Chemical and Physical Biology,Physics","My first-year academic advisor,Department faculty",In high school (including summer after graduation),15,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,"To inquire about research opportunities,To inquire about advice for my concentration",Agree,Agree,,,,,,,,,,,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Academic interests,No,,"Fellow students,Professional networks","Fellow students,Professional networks",Female,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,Yes,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:43:34,2020-10-20 14:52:32,IP Address,100,537,True,2020-10-20 14:52:32,R_3LYdXhxKCVKd7zj,email,EN,Environmental Science and Public Policy,Undecided,History and Science,05/2024,No,"Earth and Planetary Sciences,Environmental Science and Engineering,Environmental Science and Public Policy,Neuroscience","My first-year academic advisor,Department faculty",In middle school (including summer after graduation),13,,,,,,,,,,,,,,,,,Agree,Strongly agree,Agree,Strongly agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Strongly agree,Strongly agree,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",No,Agree,"Close friends and family,Professional networks,The Harvard Office of Career Services","Close friends and family,Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services",Female,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:45:42,2020-10-20 14:52:32,IP Address,100,410,True,2020-10-20 14:52:33,R_1yV08vSCYW6SLWV,email,EN,Economics,,History of Art and Architecture,05/2024,No,"Chemistry,Economics,Environmental Science and Engineering,Environmental Science and Public Policy,History of Art and Architecture,Psychology,Romance Languages and Literatures,Theater, Dance, & Media","Residential advising resources, such as house tutors or proctors,Department faculty,Peer Advising Fellows (PAFs)",I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat agree,Agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Somewhat agree,Somewhat agree,,,,,,,,,,,Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",No,Agree,"Close friends and family,Fellow students,The Harvard Office of Career Services","Close friends and family,Fellow students,The Harvard Office of Career Services",Male,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:37:24,2020-10-20 14:54:00,IP Address,100,996,True,2020-10-20 14:54:01,R_2pMPYYUPz0yBkyN,email,EN,Computer Science,,None,05/2023,Yes,"Computer Science,Molecular and Cellular Biology",,In elementary school (including summer after graduation),10,Slightly less knowledgeable,Significantly less knowledgeable,Significantly less knowledgeable,Significantly less knowledgeable,Significantly less knowledgeable,Less knowledgeable,Less knowledgeable,Significantly less knowledgeable,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,To inquire about advice for my concentration,Strongly disagree,Strongly disagree,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II",Never or almost never,Strongly disagree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS","No, I do not intend to write a senior thesis in the CS department","I am not interested in computer science research,I am unavailable to commit the time to writing a thesis",,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Non-academic and non-professional interests,Yes,Strongly agree,Fellow students,"Close friends and family,Professional networks",Female,,No,Gay or Lesbian,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"A mobility impairment,A mental health disorder",
2020-10-20 14:49:24,2020-10-20 14:54:23,IP Address,100,298,True,2020-10-20 14:54:23,R_2SeJ52WPCYMLjEi,email,EN,Economics,I am not a joint concentrator,Computer Science,05/2022,Yes,"Applied Mathematics,Computer Science,Economics",,In high school (including summer after graduation),18,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about advice for my concentration",Strongly agree,Strongly agree,"CS 50: Introduction to Computer Science I,CS 10x, an undergraduate-level miscellaneous course",Never or almost never,Strongly agree,Yes,,,,,,,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,"Academic interests,Professional interests",No,Agree,"Fellow students,Professional networks","Fellow students,Professional networks",Male,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:49:26,2020-10-20 14:56:51,IP Address,100,445,True,2020-10-20 14:56:52,R_3dEQaK26SqV6W8X,email,EN,History and Literature,,History of Art and Architecture,05/2021,No,"English,Government,History,History and Literature,Music","My first-year academic advisor,Department heads,Department faculty,Department-specific advising programs",I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Strongly agree,Strongly agree,,,,,,,,,,,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",No,Agree,,"Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services",Female,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,No,Prefer not to say,
2020-10-20 14:32:21,2020-10-20 14:57:03,IP Address,100,1481,True,2020-10-20 14:57:03,R_3ITMhYkqzHXNkDD,email,EN,English,"Theater, Dance, & Media",Environmental Science and Public Policy,05/2024,No,"Comparative Literature,English",Department faculty,I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Somewhat agree,Agree,"To inquire about career opportunities,To inquire about advice for my concentration",Agree,Agree,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Non-academic and non-professional interests,No,,The Harvard Office of Career Services,"Close friends and family,Professional networks",Female,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,Yes,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:21:01,2020-10-20 14:57:13,IP Address,100,2171,True,2020-10-20 14:57:13,R_301QNka5nnWa8W8,email,EN,Physics,Undecided,Neuroscience,05/2023,No,"Anthropology,Astrophysics,Mathematics,Neuroscience,Physics,Psychology",,I have never been taught programming or computer science in an academic or extracurricular program,25,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Strongly disagree,Disagree,,,,,,,,,,,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Non-academic and non-professional interests,No,Strongly agree,,,Male,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",Yes,Yes,"A sensory impairment (vision or hearing),A mobility impairment",
